,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
0,Fox News,BREAKING: Federal appeals court rules against Trump administration on DACA https://t.co/KHnrNvEKAM,Thu Nov 08 19:18:44 +0000 2018,0.0,0.0,1.0,0.0
1,Fox News,"Breaking News: Grand jury indicts captain of Missouri duck boat that sank in severe weather, killing 17 people https://t.co/ffOOgzRwdo",Thu Nov 08 17:02:25 +0000 2018,-0.6124,0.115,0.615,0.269
2,Fox News,"JUST IN: Police identify gunman who opened fire inside California bar, killing 12 https://t.co/PvITYr54AX",Thu Nov 08 15:14:45 +0000 2018,-0.7783,0.0,0.638,0.362
3,Fox News,JUST IN: Supreme Court Justice Ruth Bader Ginsburg fractures 3 ribs in fall https://t.co/9UM9hKTz4m,Thu Nov 08 14:22:51 +0000 2018,0.7906,0.389,0.611,0.0
4,Fox News,"Sgt. Ron Helus was fatally shot when he responded to the mass shooting on Nov. 7 at a bar in Thousand Oaks, Califor… https://t.co/vOH3OWPN5S",Thu Nov 08 13:43:25 +0000 2018,-0.6369,0.0,0.833,0.167
5,Fox News,Tom Homan: “It’s a tragedy each and every time.” https://t.co/dMV68Hfdz0 https://t.co/hrq51VJg7x,Thu Nov 08 13:35:03 +0000 2018,-0.6597,0.0,0.672,0.328
6,Fox News,"People walk away from the scene in Thousand Oaks, Calif. where a gunman opened fire Wednesday.… https://t.co/O3Oo2iLL8O",Thu Nov 08 13:22:27 +0000 2018,-0.34,0.0,0.862,0.138
7,Fox News,Teylor Whittler describes what she witnessed at California bar shooting https://t.co/dMV68Hfdz0 https://t.co/YznTZgQoYY,Thu Nov 08 12:56:20 +0000 2018,0.0,0.0,1.0,0.0
8,Fox News,"An FBI agent talks to a potential witness as they stand near the scene in Thousand Oaks, Calif. where a gunman open… https://t.co/7QOmXNTYM0",Thu Nov 08 12:37:05 +0000 2018,0.0,0.0,1.0,0.0
9,Fox News,Ventura County Fire Department Captain Stan Ziegler: “Hundreds of first responders responded initially to the scene… https://t.co/o4gArhmy4e,Thu Nov 08 12:25:14 +0000 2018,-0.34,0.0,0.87,0.13
10,Fox News,"People comfort each other as they stand near the scene in Thousand Oaks, Calif. where a gunman opened fire during a… https://t.co/wPI4XSpirC",Thu Nov 08 12:06:14 +0000 2018,0.0258,0.105,0.795,0.1
11,Fox News,"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/dMV68Hfdz0 https://t.co/WvjarPpwPV",Thu Nov 08 11:54:22 +0000 2018,-0.6486,0.0,0.736,0.264
12,Fox News,"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/GqI77wMuYZ",Thu Nov 08 11:38:17 +0000 2018,-0.6486,0.0,0.719,0.281
13,Fox News,"Sheriff's deputies speak to potential witnesses as they stand near the scene in Thousand Oaks, Calif., where a gunm… https://t.co/jPE8k9oQHr",Thu Nov 08 11:32:26 +0000 2018,0.0,0.0,1.0,0.0
14,Fox News,13 dead in country music bar including gunman https://t.co/PvITYr54AX https://t.co/UURBIatqte,Thu Nov 08 11:26:46 +0000 2018,-0.6486,0.0,0.677,0.323
15,Fox News,"12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/PvITYr54AX https://t.co/o8Nf8WuJcZ",Thu Nov 08 11:18:08 +0000 2018,-0.6486,0.0,0.719,0.281
16,Fox News,"Breaking News: At least 12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/u6sVxdzHq5",Thu Nov 08 11:13:32 +0000 2018,-0.6486,0.0,0.765,0.235
17,Fox News,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/cQ9uxkjUIK,Thu Nov 08 11:12:14 +0000 2018,0.0,0.0,1.0,0.0
18,Fox News,"Authorities deliver an update on the shooting in Thousand Oaks, California. (Courtesy: KABC) https://t.co/BtGxxIfNx5",Thu Nov 08 10:53:33 +0000 2018,0.0,0.0,1.0,0.0
19,Fox News,Pastor Dimas Salaberrios on California shooting: “My immediate thoughts go out to the families. Because what’s happ… https://t.co/iowf5VOL2l,Thu Nov 08 10:36:12 +0000 2018,0.0,0.0,1.0,0.0
20,CNN,"The scientists who put long hours, days, and years into projects like the National Climate Assessment do so on a vo… https://t.co/5YbzWwB25i",Wed Nov 28 04:48:35 +0000 2018,0.3612,0.111,0.889,0.0
21,CNN,"RT @CNNTonight: ""Why are we subcontracting U.S. Foreign policy in the Middle East to Saudi Arabia?"" - CNN's @FareedZakaria on President Tru…",Wed Nov 28 04:31:59 +0000 2018,0.0,0.0,1.0,0.0
22,CNN,"Lawmakers have returned to Washington and are working against the clock to fund several government agencies, includ… https://t.co/e906qEwzL1",Wed Nov 28 04:23:02 +0000 2018,0.0,0.0,1.0,0.0
23,CNN,"Even if you have a workaholic boss, they might not always expect you to run at their pace https://t.co/hyVPddkBgw",Wed Nov 28 04:13:10 +0000 2018,0.0,0.0,1.0,0.0
24,CNN,On the job with famed filmmaker/photographer Morgan Maassen https://t.co/peLSAYv9x7 https://t.co/Kgh4SDAuZP,Wed Nov 28 04:10:05 +0000 2018,0.0,0.0,1.0,0.0
25,CNN,CIA director Gina Haspel found herself at the center of a political dispute amid reports that the White House was b… https://t.co/TTkU1VUO89,Wed Nov 28 03:58:03 +0000 2018,-0.4019,0.0,0.881,0.119
26,CNN,"Republican Cindy Hyde-Smith wins Mississippi US Senate runoff amid racial controversies, CNN projects… https://t.co/aePLkuVQ4j",Wed Nov 28 03:50:07 +0000 2018,0.5719,0.222,0.778,0.0
27,CNN,"If you want to see Michelangelo's ""David"" at the Accademia museum in Florence, you can squeeze in with 10,000 other… https://t.co/kVfR2vTIul",Wed Nov 28 03:49:04 +0000 2018,0.0772,0.061,0.939,0.0
28,CNN,"The HIV epidemic in Europe is still growing at an alarming rate, particularly in Eastern Europe, according to a new… https://t.co/0OWUhsbtLP",Wed Nov 28 03:46:02 +0000 2018,0.0516,0.08,0.849,0.071
29,CNN,Trump tests his dealmaking powers in a trade showdown with Chinese leader Xi Jinping https://t.co/REdly9rKyN https://t.co/X4jA1ITmdO,Wed Nov 28 03:34:06 +0000 2018,0.0,0.0,1.0,0.0
30,CNN,"BREAKING: Republican Cindy Hyde-Smith wins Mississippi US Senate runoff amid racial controversies, CNN projects https://t.co/7rBBUurNBU",Wed Nov 28 03:32:53 +0000 2018,0.5719,0.209,0.791,0.0
31,CNN,Here's what inspired this epic celebration handshake after NASA's lander touched down on the surface of Mars… https://t.co/wReGTLupoO,Wed Nov 28 03:31:01 +0000 2018,0.4939,0.158,0.842,0.0
32,CNN,"""Planned Parenthood's work -- bringing affordable and accessible health care to as many women (and men and all peop… https://t.co/Unb4ImiC3R",Wed Nov 28 03:22:04 +0000 2018,0.4939,0.144,0.856,0.0
33,CNN,RT @CNNTonight: The vote count is underway in the Mississippi US Senate runoff. @JohnKingCNN has the latest. https://t.co/du7bqTrJEl https:…,Wed Nov 28 03:15:08 +0000 2018,0.0,0.0,1.0,0.0
34,CNN,The auto industry is facing an existential threat. Autonomous driving vehicles are about to change how cars are dri… https://t.co/UX0e78eC1I,Wed Nov 28 03:10:04 +0000 2018,-0.5267,0.0,0.848,0.152
35,CNN,"RT @AC360: ""As an intelligence guy, I would would want to dwell on every morsel of information I could that would cast light on the event.""…",Wed Nov 28 03:09:10 +0000 2018,0.5994,0.219,0.781,0.0
36,CNN,Beto-mania doesn't do justice to women | By Jill Filipovic for @CNNOpinion https://t.co/VA7S1ASPrE https://t.co/0AQrgC09gJ,Wed Nov 28 02:58:03 +0000 2018,-0.4168,0.0,0.812,0.188
37,CNN,Will Ferrell and John C. Reilly have an important message about facial hair https://t.co/SBzkWmqnuY https://t.co/5tkWSrLmn3,Wed Nov 28 02:46:03 +0000 2018,0.2023,0.114,0.886,0.0
38,CNN,Louisiana is trying to keep medical marijuana medical. It's harder than it sounds https://t.co/P6018SqQv6 https://t.co/GmUVoV2LIu,Wed Nov 28 02:43:51 +0000 2018,0.0,0.0,1.0,0.0
39,CNN,"Jack Ma, China's most famous entrepreneur, was identified as a member of the Communist Party https://t.co/DtqbJXB1Ac https://t.co/CuVrpbnuCi",Wed Nov 28 02:34:06 +0000 2018,0.4019,0.153,0.847,0.0
40,BBC News (World),"Lion Air crash: Airline should improve safety culture, a report says https://t.co/in1nUzrAVd",Wed Nov 28 03:35:16 +0000 2018,0.4588,0.348,0.488,0.165
41,BBC News (World),Sydney storms: Hundreds call for help amid flash-flooding https://t.co/3gsOXgy6sL,Wed Nov 28 01:41:36 +0000 2018,0.4019,0.252,0.748,0.0
42,BBC News (World),Ukraine-Russia sea clash: Trump says may cancel G20 Putin talks https://t.co/2TKQrAOB4q,Wed Nov 28 01:09:42 +0000 2018,-0.25,0.0,0.833,0.167
43,BBC News (World),John Allen Chau: Do missionaries help or harm? https://t.co/lnzFRE9cHM,Wed Nov 28 00:21:03 +0000 2018,-0.2023,0.205,0.53,0.265
44,BBC News (World),Why Brexit could threaten Dutch fishing industry https://t.co/iL3OPqFSn3,Wed Nov 28 00:12:12 +0000 2018,-0.3818,0.0,0.729,0.271
45,BBC News (World),US sanctions Nicaragua's Vice-President Rosario Murillo https://t.co/5vvNk0Hbal,Wed Nov 28 00:00:29 +0000 2018,0.0,0.0,1.0,0.0
46,BBC News (World),"Husky returns home after remarkable 2,200-mile adventure https://t.co/jMRvXZVRzS",Tue Nov 27 22:45:42 +0000 2018,0.7096,0.496,0.504,0.0
47,BBC News (World),The fight over the right to name Australian places https://t.co/vZ27E5DUVO,Tue Nov 27 22:41:04 +0000 2018,-0.3818,0.0,0.776,0.224
48,BBC News (World),Trump loves the army. Do they love him back? https://t.co/Mhbj7h8pEO,Tue Nov 27 22:15:52 +0000 2018,0.836,0.497,0.503,0.0
49,BBC News (World),Nato state appoints first female head of armed forces https://t.co/rdaVoQHucG,Tue Nov 27 22:01:24 +0000 2018,0.0,0.0,1.0,0.0
50,BBC News (World),RT @bbcweather: Strong chance of a new El Niño forming by early 2019 https://t.co/h7ZaKRgLuT,Tue Nov 27 21:44:48 +0000 2018,0.6486,0.325,0.675,0.0
51,BBC News (World),US judge delays ruling on 'interesting' Julian Assange case https://t.co/qvOCg42GDR,Tue Nov 27 21:04:25 +0000 2018,0.0,0.0,1.0,0.0
52,BBC News (World),John Magufuli: Tanzania prefers 'condition-free' Chinese aid https://t.co/JhgbLg9nEo,Tue Nov 27 19:06:54 +0000 2018,0.0,0.0,1.0,0.0
53,BBC News (World),Alejandro Andrade: Venezuela ex-treasurer jailed over $1bn bribes https://t.co/2RgCsUvuqK,Tue Nov 27 18:54:13 +0000 2018,-0.4939,0.0,0.714,0.286
54,BBC News (World),Fehmida Riaz: Pakistan poet who dared to talk about female desire https://t.co/fDpJnotDVa,Tue Nov 27 18:33:04 +0000 2018,0.4019,0.197,0.803,0.0
55,BBC News (World),"""I'll never forget their cries, the way they watched me as I sat with them in the water""

https://t.co/3g4l6DUv1K",Tue Nov 27 17:20:07 +0000 2018,0.4449,0.197,0.803,0.0
56,BBC News (World),Mississippi's ugly past casts long shadow on Senate election https://t.co/wyl0np9TuC,Tue Nov 27 17:14:49 +0000 2018,-0.5106,0.0,0.732,0.268
57,BBC News (World),RT @BBCNorthAmerica: The BBC is launching a weekly news show on @FacebookWatch in the US that premieres this Thursday at 5pm est. Follow &amp;…,Tue Nov 27 17:12:07 +0000 2018,0.0,0.0,1.0,0.0
58,BBC News (World),Borussia Dortmund bus attack: Sergei Wenergold jailed https://t.co/F7GI7TVZBR,Tue Nov 27 16:32:48 +0000 2018,-0.743,0.0,0.488,0.512
59,BBC News (World),"🎄🎄🎄 The White House looks tree-mendous 🎄🎄🎄

[Tap to expand] https://t.co/n4x8hQu4RS https://t.co/Q3YQ1wZKTN",Tue Nov 27 16:17:23 +0000 2018,0.0,0.0,1.0,0.0
60,CBS News,"Anthem among health insurers refusing to pay ER bills, doctors say https://t.co/BGrAOUBvT7 https://t.co/DyskCJGCO8",Wed Nov 28 04:48:04 +0000 2018,-0.4767,0.0,0.728,0.272
61,CBS News,Utah teacher kills her ex-husband's girlfriend in front of her kids https://t.co/8PS1Ot56DF https://t.co/DroatfMWkL,Wed Nov 28 04:33:05 +0000 2018,-0.5423,0.0,0.774,0.226
62,CBS News,Cindy Hyde-Smith’s Senate runoff win marks the “official end” of the 2018 midterm elections. https://t.co/lyHm1wyUFr https://t.co/E0YDEI1Rln,Wed Nov 28 04:21:33 +0000 2018,0.5859,0.202,0.798,0.0
63,CBS News,"RT @edokeefe: HISTORY: With @CindyHydeSmith’s win in the Mississippi runoff election, 24 women will serve in the U.S. Senate — a new record…",Wed Nov 28 04:18:58 +0000 2018,0.5859,0.16,0.84,0.0
64,CBS News,"“When this became the year of the woman...it was very much the year of the Democratic woman. So, to have these wins… https://t.co/wSpriNRkav",Wed Nov 28 04:09:58 +0000 2018,0.0,0.0,1.0,0.0
65,CBS News,"“I want everybody to know, no matter who you voted for today, I’m gonna always represent every Mississippian,” says… https://t.co/mIMZbUAYvb",Wed Nov 28 04:02:37 +0000 2018,-0.2023,0.111,0.787,0.102
66,CBS News,"“Being on that MAGA-wagon, the Make American Great Again bus, we have bonded, we have persevered, we have gotten th… https://t.co/ryJQpsft8U",Wed Nov 28 03:57:49 +0000 2018,0.6249,0.17,0.83,0.0
67,CBS News,HAPPENING NOW: Cindy Hyde-Smith addresses supporters after winning Mississippi Senate runoff election.… https://t.co/9CRtaUZ7mY,Wed Nov 28 03:52:47 +0000 2018,0.743,0.364,0.636,0.0
68,CBS News,"“She has my prayers as she goes to Washington to unite a very divided Mississippi,” says Mike Espy after his oppone… https://t.co/GXTAm1a5P0",Wed Nov 28 03:50:36 +0000 2018,0.0,0.0,1.0,0.0
69,CBS News,HAPPENING NOW: Democrat Mike Espy speaks after Republican Cindy Hyde-Smith wins Mississippi runoff.… https://t.co/FJvqTuggiN,Wed Nov 28 03:45:11 +0000 2018,0.5719,0.222,0.778,0.0
70,CBS News,"BREAKING: Republican Sen. Cindy Hyde-Smith wins Mississippi Senate runoff, becoming the first woman elected to Sena… https://t.co/br2dO3wGol",Wed Nov 28 03:32:45 +0000 2018,0.5719,0.188,0.812,0.0
71,CBS News,Accused Russian spy Maria Butina asks to be moved from solitary confinement https://t.co/0XseXnsOh2 https://t.co/b2zFIaRJmo,Wed Nov 28 03:30:01 +0000 2018,-0.296,0.0,0.855,0.145
72,CBS News,"Mississippi Senate race: With 62-percent of districts reporting, Republican Cindy Hyde-Smith is currently leading w… https://t.co/GY8ETC5NFM",Wed Nov 28 03:14:10 +0000 2018,0.0,0.0,1.0,0.0
73,CBS News,"Pres. Trump again rejects climate change report, lashes out at Federal Reserve https://t.co/5AEz1K0JPW https://t.co/0vn4pVU3Li",Wed Nov 28 02:49:53 +0000 2018,-0.4939,0.0,0.802,0.198
74,CBS News,"Officers ""violated public trust"" with cover stories in Laquan McDonald death, prosecutor says… https://t.co/vHZm4DeEh6",Wed Nov 28 02:30:00 +0000 2018,-0.6124,0.153,0.509,0.338
75,CBS News,"GM will save $4.5 billion by cutting 14,000 jobs and closing five factories. 

But according to SEC filings, the co… https://t.co/G56kFwiwas",Wed Nov 28 02:09:43 +0000 2018,0.4019,0.135,0.802,0.063
76,CBS News,This is what Pres. Trump's threat to close the U.S.-Mexico border would cost https://t.co/dL7S0i2P9l https://t.co/NdfNK52ohA,Wed Nov 28 01:49:59 +0000 2018,-0.5267,0.0,0.805,0.195
77,CBS News,"""Because of your support, I feel hopeful that our lives will return to normal"": Dr. Christine Blasey Ford released… https://t.co/dxk7vcIENL",Wed Nov 28 01:29:31 +0000 2018,0.7184,0.261,0.739,0.0
78,CBS News,Polls are now closed in the Mississippi Senate special election as Republican Sen. Cindy Hyde-Smith defends her sea… https://t.co/bJzFA30krk,Wed Nov 28 01:11:31 +0000 2018,0.4019,0.13,0.87,0.0
79,CBS News,Active shooter scare at Walter Reed National Military Medical Center was a drill gone wrong https://t.co/skK91p2pOg https://t.co/hIJJ9vUm9w,Wed Nov 28 00:41:01 +0000 2018,-0.5574,0.123,0.591,0.286
80,The New York Times,He couldn’t recall the last time he needed to wash bugs from his windshield. Where had all those insects gone?  And… https://t.co/c9SYsdZYAt,Wed Nov 28 04:47:06 +0000 2018,0.0,0.0,1.0,0.0
81,The New York Times,"The choreographer Rennie Harris on Alvin Ailey, whose company turns 60: “He’s still affecting folk: black, brown, w… https://t.co/pesCOCLFT8",Wed Nov 28 04:36:02 +0000 2018,0.0,0.0,1.0,0.0
82,The New York Times,"RT @alanfeuer: Today's testimony at the Chapo trial had it all: a $10 million beach house, a flight to Switzerland for a cellular rejuvenat…",Wed Nov 28 04:17:00 +0000 2018,0.0,0.0,1.0,0.0
83,The New York Times,"“Yes, it’s stressful. You work in an Ebola unit all day, then you go back to the hotel and hear gunfire at night.” https://t.co/wCXpUYgtsf",Wed Nov 28 04:02:02 +0000 2018,-0.5106,0.0,0.875,0.125
84,The New York Times,"RT @migold: Stephen Hillenburg's SpongeBob has been on TV more or less continuously since 1999. 

If you don't get SpongeBob, I explained w…",Wed Nov 28 03:53:03 +0000 2018,0.0,0.0,1.0,0.0
85,The New York Times,"A federal appeals court upheld most of the criminal convictions against two aides to Chris Christie in the 2013 ""Br… https://t.co/HxOrv9KNOo",Wed Nov 28 03:47:03 +0000 2018,-0.5667,0.0,0.838,0.162
86,The New York Times,See full results and maps from the Mississippi Senate election here: https://t.co/vXm6xaffkK,Wed Nov 28 03:38:00 +0000 2018,0.0,0.0,1.0,0.0
87,The New York Times,"Breaking News: In the year's final Senate race, Cindy Hyde-Smith retained her seat in Mississippi, strengthening th… https://t.co/JhZUsDFxtg",Wed Nov 28 03:30:49 +0000 2018,0.5106,0.212,0.788,0.0
88,The New York Times,"RT @alanblinder: Breaking from Mississippi: Senator Cindy Hyde-Smith, the Republican candidate, has defeated Mike Espy, the Democratic cand…",Wed Nov 28 03:26:41 +0000 2018,-0.4767,0.0,0.846,0.154
89,The New York Times,"Mississippi Senate election live results
https://t.co/MyvDQqBg67",Wed Nov 28 03:17:01 +0000 2018,0.0,0.0,1.0,0.0
90,The New York Times,"Allies of Stacey Abrams, the Democrat who narrowly lost the Georgia governor’s race, filed a federal lawsuit callin… https://t.co/5RR5aTp7vW",Wed Nov 28 03:02:06 +0000 2018,-0.4939,0.0,0.792,0.208
91,The New York Times,"RT @nytpolitics: John Bolton, the national security adviser, said he had not listened to audio of the killing of Jamal Khashoggi because he…",Wed Nov 28 02:47:03 +0000 2018,-0.4588,0.086,0.755,0.158
92,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/0yJ14URQfb,Wed Nov 28 02:32:04 +0000 2018,0.0,0.0,1.0,0.0
93,The New York Times,"Mississippi Senate election live results
https://t.co/iD4MurukNa",Wed Nov 28 02:17:05 +0000 2018,0.0,0.0,1.0,0.0
94,The New York Times,RT @nytmike: NEW: Giuliani said Mueller's team hammered Manafort on whether Trump knew about the 2016 Trump Tower meeting. “He wants Manafo…,Wed Nov 28 02:02:03 +0000 2018,0.0,0.0,1.0,0.0
95,The New York Times,"Breaking News: President Trump’s lawyers are said to have been briefed on what Paul Manafort told investigators, in… https://t.co/u2qru0twi7",Wed Nov 28 01:51:22 +0000 2018,0.0,0.0,1.0,0.0
96,The New York Times,"Netflix announced it has acquired the rights to develop many of Roald Dahl’s most beloved children's books, includi… https://t.co/AdQdqcz50x",Wed Nov 28 01:47:02 +0000 2018,0.5563,0.166,0.834,0.0
97,The New York Times,RT @Nate_Cohn: The polls are closed in Mississippi. NYT results are live:  https://t.co/1D5dsisr5l,Wed Nov 28 01:33:04 +0000 2018,0.0,0.0,1.0,0.0
98,The New York Times,First election results are coming in from Mississippi. Follow the vote here. https://t.co/ZZxeIq0Kux,Wed Nov 28 01:26:03 +0000 2018,0.0,0.0,1.0,0.0
99,The New York Times,"RT @nytimesbooks: As tensions along the Mexican border remain high, here are 3 books that will help you understand the lives of those who l…",Wed Nov 28 01:15:09 +0000 2018,0.0,0.099,0.803,0.099
100,Fox News,BREAKING: Federal appeals court rules against Trump administration on DACA https://t.co/KHnrNvEKAM,Thu Nov 08 19:18:44 +0000 2018,0.0,0.0,1.0,0.0
101,Fox News,"Breaking News: Grand jury indicts captain of Missouri duck boat that sank in severe weather, killing 17 people https://t.co/ffOOgzRwdo",Thu Nov 08 17:02:25 +0000 2018,-0.6124,0.115,0.615,0.269
102,Fox News,"JUST IN: Police identify gunman who opened fire inside California bar, killing 12 https://t.co/PvITYr54AX",Thu Nov 08 15:14:45 +0000 2018,-0.7783,0.0,0.638,0.362
103,Fox News,JUST IN: Supreme Court Justice Ruth Bader Ginsburg fractures 3 ribs in fall https://t.co/9UM9hKTz4m,Thu Nov 08 14:22:51 +0000 2018,0.7906,0.389,0.611,0.0
104,Fox News,"Sgt. Ron Helus was fatally shot when he responded to the mass shooting on Nov. 7 at a bar in Thousand Oaks, Califor… https://t.co/vOH3OWPN5S",Thu Nov 08 13:43:25 +0000 2018,-0.6369,0.0,0.833,0.167
105,Fox News,Tom Homan: “It’s a tragedy each and every time.” https://t.co/dMV68Hfdz0 https://t.co/hrq51VJg7x,Thu Nov 08 13:35:03 +0000 2018,-0.6597,0.0,0.672,0.328
106,Fox News,"People walk away from the scene in Thousand Oaks, Calif. where a gunman opened fire Wednesday.… https://t.co/O3Oo2iLL8O",Thu Nov 08 13:22:27 +0000 2018,-0.34,0.0,0.862,0.138
107,Fox News,Teylor Whittler describes what she witnessed at California bar shooting https://t.co/dMV68Hfdz0 https://t.co/YznTZgQoYY,Thu Nov 08 12:56:20 +0000 2018,0.0,0.0,1.0,0.0
108,Fox News,"An FBI agent talks to a potential witness as they stand near the scene in Thousand Oaks, Calif. where a gunman open… https://t.co/7QOmXNTYM0",Thu Nov 08 12:37:05 +0000 2018,0.0,0.0,1.0,0.0
109,Fox News,Ventura County Fire Department Captain Stan Ziegler: “Hundreds of first responders responded initially to the scene… https://t.co/o4gArhmy4e,Thu Nov 08 12:25:14 +0000 2018,-0.34,0.0,0.87,0.13
110,Fox News,"People comfort each other as they stand near the scene in Thousand Oaks, Calif. where a gunman opened fire during a… https://t.co/wPI4XSpirC",Thu Nov 08 12:06:14 +0000 2018,0.0258,0.105,0.795,0.1
111,Fox News,"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/dMV68Hfdz0 https://t.co/WvjarPpwPV",Thu Nov 08 11:54:22 +0000 2018,-0.6486,0.0,0.736,0.264
112,Fox News,"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/GqI77wMuYZ",Thu Nov 08 11:38:17 +0000 2018,-0.6486,0.0,0.719,0.281
113,Fox News,"Sheriff's deputies speak to potential witnesses as they stand near the scene in Thousand Oaks, Calif., where a gunm… https://t.co/jPE8k9oQHr",Thu Nov 08 11:32:26 +0000 2018,0.0,0.0,1.0,0.0
114,Fox News,13 dead in country music bar including gunman https://t.co/PvITYr54AX https://t.co/UURBIatqte,Thu Nov 08 11:26:46 +0000 2018,-0.6486,0.0,0.677,0.323
115,Fox News,"12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/PvITYr54AX https://t.co/o8Nf8WuJcZ",Thu Nov 08 11:18:08 +0000 2018,-0.6486,0.0,0.719,0.281
116,Fox News,"Breaking News: At least 12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/u6sVxdzHq5",Thu Nov 08 11:13:32 +0000 2018,-0.6486,0.0,0.765,0.235
117,Fox News,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/cQ9uxkjUIK,Thu Nov 08 11:12:14 +0000 2018,0.0,0.0,1.0,0.0
118,Fox News,"Authorities deliver an update on the shooting in Thousand Oaks, California. (Courtesy: KABC) https://t.co/BtGxxIfNx5",Thu Nov 08 10:53:33 +0000 2018,0.0,0.0,1.0,0.0
119,Fox News,Pastor Dimas Salaberrios on California shooting: “My immediate thoughts go out to the families. Because what’s happ… https://t.co/iowf5VOL2l,Thu Nov 08 10:36:12 +0000 2018,0.0,0.0,1.0,0.0
120,CNN,"The scientists who put long hours, days, and years into projects like the National Climate Assessment do so on a vo… https://t.co/5YbzWwB25i",Wed Nov 28 04:48:35 +0000 2018,0.3612,0.111,0.889,0.0
121,CNN,"RT @CNNTonight: ""Why are we subcontracting U.S. Foreign policy in the Middle East to Saudi Arabia?"" - CNN's @FareedZakaria on President Tru…",Wed Nov 28 04:31:59 +0000 2018,0.0,0.0,1.0,0.0
122,CNN,"Lawmakers have returned to Washington and are working against the clock to fund several government agencies, includ… https://t.co/e906qEwzL1",Wed Nov 28 04:23:02 +0000 2018,0.0,0.0,1.0,0.0
123,CNN,"Even if you have a workaholic boss, they might not always expect you to run at their pace https://t.co/hyVPddkBgw",Wed Nov 28 04:13:10 +0000 2018,0.0,0.0,1.0,0.0
124,CNN,On the job with famed filmmaker/photographer Morgan Maassen https://t.co/peLSAYv9x7 https://t.co/Kgh4SDAuZP,Wed Nov 28 04:10:05 +0000 2018,0.0,0.0,1.0,0.0
125,CNN,CIA director Gina Haspel found herself at the center of a political dispute amid reports that the White House was b… https://t.co/TTkU1VUO89,Wed Nov 28 03:58:03 +0000 2018,-0.4019,0.0,0.881,0.119
126,CNN,"Republican Cindy Hyde-Smith wins Mississippi US Senate runoff amid racial controversies, CNN projects… https://t.co/aePLkuVQ4j",Wed Nov 28 03:50:07 +0000 2018,0.5719,0.222,0.778,0.0
127,CNN,"If you want to see Michelangelo's ""David"" at the Accademia museum in Florence, you can squeeze in with 10,000 other… https://t.co/kVfR2vTIul",Wed Nov 28 03:49:04 +0000 2018,0.0772,0.061,0.939,0.0
128,CNN,"The HIV epidemic in Europe is still growing at an alarming rate, particularly in Eastern Europe, according to a new… https://t.co/0OWUhsbtLP",Wed Nov 28 03:46:02 +0000 2018,0.0516,0.08,0.849,0.071
129,CNN,Trump tests his dealmaking powers in a trade showdown with Chinese leader Xi Jinping https://t.co/REdly9rKyN https://t.co/X4jA1ITmdO,Wed Nov 28 03:34:06 +0000 2018,0.0,0.0,1.0,0.0
130,CNN,"BREAKING: Republican Cindy Hyde-Smith wins Mississippi US Senate runoff amid racial controversies, CNN projects https://t.co/7rBBUurNBU",Wed Nov 28 03:32:53 +0000 2018,0.5719,0.209,0.791,0.0
131,CNN,Here's what inspired this epic celebration handshake after NASA's lander touched down on the surface of Mars… https://t.co/wReGTLupoO,Wed Nov 28 03:31:01 +0000 2018,0.4939,0.158,0.842,0.0
132,CNN,"""Planned Parenthood's work -- bringing affordable and accessible health care to as many women (and men and all peop… https://t.co/Unb4ImiC3R",Wed Nov 28 03:22:04 +0000 2018,0.4939,0.144,0.856,0.0
133,CNN,RT @CNNTonight: The vote count is underway in the Mississippi US Senate runoff. @JohnKingCNN has the latest. https://t.co/du7bqTrJEl https:…,Wed Nov 28 03:15:08 +0000 2018,0.0,0.0,1.0,0.0
134,CNN,The auto industry is facing an existential threat. Autonomous driving vehicles are about to change how cars are dri… https://t.co/UX0e78eC1I,Wed Nov 28 03:10:04 +0000 2018,-0.5267,0.0,0.848,0.152
135,CNN,"RT @AC360: ""As an intelligence guy, I would would want to dwell on every morsel of information I could that would cast light on the event.""…",Wed Nov 28 03:09:10 +0000 2018,0.5994,0.219,0.781,0.0
136,CNN,Beto-mania doesn't do justice to women | By Jill Filipovic for @CNNOpinion https://t.co/VA7S1ASPrE https://t.co/0AQrgC09gJ,Wed Nov 28 02:58:03 +0000 2018,-0.4168,0.0,0.812,0.188
137,CNN,Will Ferrell and John C. Reilly have an important message about facial hair https://t.co/SBzkWmqnuY https://t.co/5tkWSrLmn3,Wed Nov 28 02:46:03 +0000 2018,0.2023,0.114,0.886,0.0
